,Document,Page,Sentence
664,China_2006.pdf,42,", Basic science and frontier technology-oriented research institutes shall take advantage of their disciplinary strength in uplifting research levels, striving for theoretical innovation and technology breakthroughs and addressing major S & T issues"
665,China_2006.pdf,42,", Secondly, establishing a stable S & T investment mechanism designed to support innovation activities at research institutes"
666,China_2006.pdf,42," Given the fact that disciplinary capacity building and major innovation achievements are the results of tireless efforts over a long period of time, state treasury should provide fairly stable appropriation, support to research institutes engaged in basic research, frontier technology, development and public good research"
667,China_2006.pdf,42," Per capita overhead expenditure Level will be raised in line with different types of research institutes in support of disciplinary capacity, building basic research activities and cultivation of talented S & T personnel"
668,China_2006.pdf,42," Thirdly, establish an operational mechanism conducive to original innovation at research institutes"
669,China_2006.pdf,42, Freely selected research topics are extremely crucial for raising the original innovation capability and for nurturing high caliber personnel
670,China_2006.pdf,42, The support for free research topic selection based research should therefore be strengthened
671,China_2006.pdf,43,", While perfecting the "
672,China_2006.pdf,43,"system under which the director assumes all power and responsibility at research institutes, delegate more autonomous decision-making power to research institutes in S & T expenditure and personnel affairs so as to ensure Greater capability in coordinating and integrating innovation activities at the institute level"
673,China_2006.pdf,43," Fourthly, work will be carried out to establish a system to assess the overall innovation capability of research institutes"
674,China_2006.pdf,43," Accordingly, a scientific and rational system will be established to make an overall assessment of institutional innovation capability"
